URIs,labels
../../scotts/datasets/train/peacockflower_flickr_3_2126782491.jpg,peacockflower
../../scotts/datasets/train/cardoon_flickr_571_-719654371.jpg,cardoon
../../scotts/datasets/train/stjohnswort_flickr_1236_1369033248.jpg,stjohnswort
../../scotts/datasets/train/mandevilla_flickr_493_1940871881.jpg,mandevilla
../../scotts/datasets/train/blackeyedsusan_flickr_189_351414757.jpg,blackeyedsusan
../../scotts/datasets/train/calibrachoa_flickr_284_951514162.jpg,calibrachoa
../../scotts/datasets/train/wishboneflower_flickr_209_992687986.jpg,wishboneflower
../../scotts/datasets/train/camassia_flickr_830_-1091022072.jpg,camassia
../../scotts/datasets/train/cardinalflower_flickr_1274_-915867789.jpg,cardinalflower
../../scotts/datasets/train/asiaticlily_flickr_599_737540510.jpg,asiaticlily
../../scotts/datasets/train/matilijapoppy_flickr_669_887707857.jpg,matilijapoppy
../../scotts/datasets/train/strawflower_flickr_315_-1369608650.jpg,strawflower
../../scotts/datasets/train/flax_gcs_-1290010385.jpg,flax
../../scotts/datasets/train/africanmarigold_flickr_74_-380646050.jpg,africanmarigold
../../scotts/datasets/train/southernmagnolia_flickr_575_743163595.jpg,southernmagnolia
../../scotts/datasets/train/weigela_flickr_1140_-1264398989.jpg,weigela
../../scotts/datasets/train/angelstrumpet_flickr_1236_-207200313.jpg,angelstrumpet
../../scotts/datasets/train/redhotpoker_flickr_375_1051292636.jpg,redhotpoker
../../scotts/datasets/train/asiaticlily_flickr_111_135230824.jpg,asiaticlily
../../scotts/datasets/train/perennialbachelorsbutton_flickr_229_-1059053143.jpg,perennialbachelorsbutton
../../scotts/datasets/train/peacockflower_flickr_185_-1587615473.jpg,peacockflower
../../scotts/datasets/train/forgetmenot_flickr_169_-1434027034.jpg,forgetmenot
../../scotts/datasets/train/autumncrocus_flickr_1081_837599087.jpg,autumncrocus
../../scotts/datasets/train/heartleafbrunnera_flickr_181_1341760638.jpg,heartleafbrunnera
../../scotts/datasets/train/calibrachoa_flickr_293_1659385691.jpg,calibrachoa
../../scotts/datasets/train/blackberrylily_flickr_401_1885360152.jpg,blackberrylily
../../scotts/datasets/train/amaryllis_flickr_1194_808410396.jpg,amaryllis
../../scotts/datasets/train/autumncrocus_flickr_489_-1219863518.jpg,autumncrocus
../../scotts/datasets/train/buckhornplantain_flickr_372319373.jpg,buckhornplantain
../../scotts/datasets/train/foxglove_flickr_238_562671293.jpg,foxglove
../../scotts/datasets/train/saucermagnolia_flickr_1037_184407052.jpg,saucermagnolia
../../scotts/datasets/train/thrift_flickr_661_-1101508835.jpg,thrift
../../scotts/datasets/train/jupitersbeard_gcs_1400852493.jpg,jupitersbeard
../../scotts/datasets/train/cardinalflower_flickr_1344_1893736284.jpg,cardinalflower
../../scotts/datasets/train/japanesefatsia_flickr_308_-587925947.jpg,japanesefatsia
../../scotts/datasets/train/caladium_flickr_1340_1000013698.jpg,caladium
../../scotts/datasets/train/gerberadaisy_flickr_939_-1545735825.jpg,gerberadaisy
../../scotts/datasets/train/nasturtium_flickr_954_-1056534496.jpg,nasturtium
../../scotts/datasets/train/perennialbachelorsbutton_flickr_248_1807338942.jpg,perennialbachelorsbutton
../../scotts/datasets/train/monkshood_flickr_350_-202601819.jpg,monkshood
../../scotts/datasets/train/angelstrumpet_flickr_945_1465612291.jpg,angelstrumpet
../../scotts/datasets/train/hollyhock_flickr_231_534940849.jpg,hollyhock
../../scotts/datasets/train/strawflower_flickr_774_1832863424.jpg,strawflower
../../scotts/datasets/train/lentenrose_flickr_551_1739852248.jpg,lentenrose
../../scotts/datasets/train/lavendercotton_flickr_7_-860510911.jpg,lavendercotton
../../scotts/datasets/train/mossphlox_flickr_753_1675663496.jpg,mossphlox
../../scotts/datasets/train/canadathistle_flickr_843084361.jpg,canadathistle
../../scotts/datasets/train/capedaisy_flickr_95_841647729.jpg,capedaisy
../../scotts/datasets/train/blanketflower_flickr_1416_-768154546.jpg,blanketflower
../../scotts/datasets/train/reticulatediris_flickr_10_867359502.jpg,reticulatediris
../../scotts/datasets/train/chocolateflower_urls_1482593569.jpg,chocolateflower
../../scotts/datasets/train/corydalis_flickr_446_-1846536244.jpg,corydalis
../../scotts/datasets/train/shastadaisy_flickr_493_2106569445.jpg,shastadaisy
../../scotts/datasets/train/bottlebrush_flickr_1247_-474369498.jpg,bottlebrush
../../scotts/datasets/train/weigela_flickr_307_1243646686.jpg,weigela
../../scotts/datasets/train/pincushionflower_flickr_639_-1887730184.jpg,pincushionflower
../../scotts/datasets/train/fouroclock_flickr_303_-1671208732.jpg,fouroclock
../../scotts/datasets/train/loveinamist_flickr_1440_-889252899.jpg,loveinamist
../../scotts/datasets/train/blackeyedsusan_flickr_85_1065368750.jpg,blackeyedsusan
../../scotts/datasets/train/caladium_flickr_903_772429594.jpg,caladium
../../scotts/datasets/train/bunchberry_flickr_283_-1783495604.jpg,bunchberry
../../scotts/datasets/train/shastadaisy_flickr_944_-2039306053.jpg,shastadaisy
../../scotts/datasets/train/asiaticlily_flickr_1320_-1061394588.jpg,asiaticlily
../../scotts/datasets/train/lentenrose_flickr_555_-2015306927.jpg,lentenrose
../../scotts/datasets/train/bunchberry_flickr_331_238467772.jpg,bunchberry
../../scotts/datasets/train/strawflower_flickr_82_2038374812.jpg,strawflower
../../scotts/datasets/train/winteraconite_flickr_1178_1621018449.jpg,winteraconite
../../scotts/datasets/train/nankingcherry_flickr_95_-1700956589.jpg,nankingcherry
../../scotts/datasets/train/masterwort_flickr_103_-1981903980.jpg,masterwort
../../scotts/datasets/train/lisianthus_flickr_1199_-1303774023.jpg,lisianthus
../../scotts/datasets/train/monkshood_flickr_56_1083130978.jpg,monkshood
../../scotts/datasets/train/buttonbush_flickr_7_-1603615888.jpg,buttonbush
../../scotts/datasets/train/coneflower_flickr_192_2060794403.jpg,coneflower
../../scotts/datasets/train/whiteclover_flickr_-323204844.jpg,whiteclover
../../scotts/datasets/train/caladium_flickr_1073_-35278049.jpg,caladium
../../scotts/datasets/train/sweetalyssum_flickr_356_250385521.jpg,sweetalyssum
../../scotts/datasets/train/shastadaisy_flickr_782_-1359575719.jpg,shastadaisy
../../scotts/datasets/train/weigela_flickr_743_-1281363806.jpg,weigela
../../scotts/datasets/train/snowdrop_flickr_753_-1177098657.jpg,snowdrop
../../scotts/datasets/train/mossrose_flickr_657_35273766.jpg,mossrose
../../scotts/datasets/train/matilijapoppy_flickr_225_-580322962.jpg,matilijapoppy
../../scotts/datasets/train/englishrose_flickr_388_845755935.jpg,englishrose
../../scotts/datasets/train/asiaticlily_flickr_917_1920182101.jpg,asiaticlily
../../scotts/datasets/train/corydalis_flickr_344_735064552.jpg,corydalis
../../scotts/datasets/train/toadlily_flickr_1163_1584454246.jpg,toadlily
../../scotts/datasets/train/bottlebrush_flickr_1453_1951921319.jpg,bottlebrush
../../scotts/datasets/train/corydalis_flickr_908_685222540.jpg,corydalis
../../scotts/datasets/train/heartleafbrunnera_flickr_219_1136600175.jpg,heartleafbrunnera
../../scotts/datasets/train/sweetalyssum_flickr_82_-875490139.jpg,sweetalyssum
../../scotts/datasets/train/capedaisy_flickr_417_657363764.jpg,capedaisy
../../scotts/datasets/train/angelstrumpet_flickr_1398_1633054678.jpg,angelstrumpet
../../scotts/datasets/train/forgetmenot_flickr_353_1888496739.jpg,forgetmenot
../../scotts/datasets/train/whiteviolet_flickr_7_537750505.jpg,whiteviolet
../../scotts/datasets/train/whiteclover_flickr_-1202383909.jpg,whiteclover
../../scotts/datasets/train/marshmarigold_flickr_1431_503680320.jpg,marshmarigold
../../scotts/datasets/train/weigela_flickr_861_-231344448.jpg,weigela
../../scotts/datasets/train/autumncrocus_flickr_609_-1590050078.jpg,autumncrocus
../../scotts/datasets/train/angelstrumpet_flickr_1310_1671399094.jpg,angelstrumpet
../../scotts/datasets/train/toadlily_flickr_1279_1843234833.jpg,toadlily
../../scotts/datasets/train/fouroclock_flickr_396_1012635002.jpg,fouroclock
../../scotts/datasets/train/toadlily_flickr_1444_-1343874793.jpg,toadlily
../../scotts/datasets/train/babyblueeyes_flickr_146_-1899725233.jpg,babyblueeyes
../../scotts/datasets/train/saucermagnolia_flickr_688_-847273156.jpg,saucermagnolia
../../scotts/datasets/train/caladium_flickr_1339_-1123447375.jpg,caladium
../../scotts/datasets/train/sugarmaple_flickr_179_-462558911.jpg,sugarmaple
../../scotts/datasets/train/monkshood_flickr_177_-1257789916.jpg,monkshood
../../scotts/datasets/train/hollyhock_flickr_235_-1937186950.jpg,hollyhock
../../scotts/datasets/train/weigela_flickr_1363_1745571800.jpg,weigela
../../scotts/datasets/train/winteraconite_flickr_1147_812149019.jpg,winteraconite
../../scotts/datasets/train/perennialbachelorsbutton_flickr_401_-781305533.jpg,perennialbachelorsbutton
../../scotts/datasets/train/mossphlox_flickr_1038_1472382223.jpg,mossphlox
../../scotts/datasets/train/sweetalyssum_flickr_316_-1841094727.jpg,sweetalyssum
../../scotts/datasets/train/autumncrocus_flickr_215_-511998655.jpg,autumncrocus
../../scotts/datasets/train/amaryllis_flickr_6_1937166729.jpg,amaryllis
../../scotts/datasets/train/strawflower_flickr_1075_-1933692993.jpg,strawflower
../../scotts/datasets/train/camassia_flickr_992_-1995171715.jpg,camassia
../../scotts/datasets/train/tulip_flickr_1500_-728380759.jpg,tulip
../../scotts/datasets/train/morningglory_flickr_1035_-542478907.jpg,morningglory
../../scotts/datasets/train/duranta_flickr_326_-343923795.jpg,duranta
../../scotts/datasets/train/moonflower_flickr_181_-262801491.jpg,moonflower
../../scotts/datasets/train/spiderlily_flickr_290_294489516.jpg,spiderlily
../../scotts/datasets/train/capedaisy_flickr_1103_-628314148.jpg,capedaisy
../../scotts/datasets/train/gloxinia_flickr_126_544149021.jpg,gloxinia
../../scotts/datasets/train/snowinsummer_flickr_3_1031073563.jpg,snowinsummer
../../scotts/datasets/train/calliopsis_urls_-2028399999.jpg,calliopsis
../../scotts/datasets/train/capedaisy_flickr_445_529670669.jpg,capedaisy
../../scotts/datasets/train/marshmarigold_flickr_777_1193915222.jpg,marshmarigold
../../scotts/datasets/train/bluemarguerite_flickr_53_-1106581765.jpg,bluemarguerite
../../scotts/datasets/train/mandevilla_flickr_1485_98861052.jpg,mandevilla
../../scotts/datasets/train/mandevilla_flickr_81_145566891.jpg,mandevilla
../../scotts/datasets/train/saucermagnolia_flickr_729_-161006543.jpg,saucermagnolia
../../scotts/datasets/train/cypressvine_flickr_26_-846856762.jpg,cypressvine
../../scotts/datasets/train/capedaisy_flickr_977_-2095380064.jpg,capedaisy
../../scotts/datasets/train/duranta_flickr_472_1109105995.jpg,duranta
../../scotts/datasets/train/siberianiris_flickr_1027_-906089276.jpg,siberianiris
../../scotts/datasets/train/winteraconite_flickr_1200_-356232854.jpg,winteraconite
../../scotts/datasets/train/babyblueeyes_flickr_198_17421081.jpg,babyblueeyes
../../scotts/datasets/train/lisianthus_flickr_576_-1307095449.jpg,lisianthus
../../scotts/datasets/train/shastadaisy_flickr_986_-517384910.jpg,shastadaisy
../../scotts/datasets/train/englishrose_flickr_205_217436419.jpg,englishrose
../../scotts/datasets/train/castorbean_flickr_8_-157617751.jpg,castorbean
../../scotts/datasets/train/jerusalemsage_flickr_174_-617175403.jpg,jerusalemsage
../../scotts/datasets/train/calibrachoa_flickr_35_-1572077661.jpg,calibrachoa
../../scotts/datasets/train/globethistle_flickr_624_-1674299738.jpg,globethistle
../../scotts/datasets/train/weigela_flickr_914_1258098883.jpg,weigela
../../scotts/datasets/train/painteddaisy_flickr_62_-1924442999.jpg,painteddaisy
../../scotts/datasets/train/weigela_flickr_634_1665490589.jpg,weigela
../../scotts/datasets/train/perennialbachelorsbutton_flickr_276_43768200.jpg,perennialbachelorsbutton
../../scotts/datasets/train/bloodflower_flickr_142_-330416610.jpg,bloodflower
../../scotts/datasets/train/cardinalflower_flickr_613_-2001002206.jpg,cardinalflower
../../scotts/datasets/train/spiderlily_flickr_780_633425936.jpg,spiderlily
../../scotts/datasets/train/camassia_flickr_934_434830989.jpg,camassia
../../scotts/datasets/train/strawflower_flickr_159_-524697037.jpg,strawflower
../../scotts/datasets/train/jupitersbeard_gcs_-290148883.jpg,jupitersbeard
../../scotts/datasets/train/angelstrumpet_flickr_332_806787215.jpg,angelstrumpet
../../scotts/datasets/train/camassia_flickr_568_772628998.jpg,camassia
../../scotts/datasets/train/angelstrumpet_flickr_534_-742394312.jpg,angelstrumpet
../../scotts/datasets/train/bloodflower_flickr_385_291110207.jpg,bloodflower
../../scotts/datasets/train/leadwort_flickr_175_-17032612.jpg,leadwort
../../scotts/datasets/train/whiteclover_flickr_-487576062.jpg,whiteclover
../../scotts/datasets/train/foxglove_flickr_704_-166370310.jpg,foxglove
../../scotts/datasets/train/corydalis_flickr_1260_-533888217.jpg,corydalis
../../scotts/datasets/train/bunchberry_flickr_805_1793139962.jpg,bunchberry
../../scotts/datasets/train/skyvine_flickr_480_-243244172.jpg,skyvine
../../scotts/datasets/train/strawflower_flickr_251_1667928041.jpg,strawflower
../../scotts/datasets/train/lilyofthevalley_flickr_296_-2140936340.jpg,lilyofthevalley
../../scotts/datasets/train/globethistle_flickr_150_138608039.jpg,globethistle
../../scotts/datasets/train/southernmagnolia_flickr_215_1239057933.jpg,southernmagnolia
../../scotts/datasets/train/monkshood_flickr_1375_-263267098.jpg,monkshood
../../scotts/datasets/train/calibrachoa_flickr_256_-1141463009.jpg,calibrachoa
../../scotts/datasets/train/tulip_flickr_557_-746927090.jpg,tulip
../../scotts/datasets/train/corydalis_flickr_1261_1470853510.jpg,corydalis
../../scotts/datasets/train/reticulatediris_flickr_194_833591173.jpg,reticulatediris
../../scotts/datasets/train/coneflower_flickr_677_1377043164.jpg,coneflower
../../scotts/datasets/train/wishboneflower_flickr_26_843931242.jpg,wishboneflower
../../scotts/datasets/train/lupine_flickr_592_1235961427.jpg,lupine
../../scotts/datasets/train/sugarmaple_flickr_852_-1092304802.jpg,sugarmaple
../../scotts/datasets/train/southernmagnolia_flickr_442_1356749896.jpg,southernmagnolia
../../scotts/datasets/train/blackberrylily_flickr_272_1344872799.jpg,blackberrylily
../../scotts/datasets/train/calibrachoa_flickr_297_1478988410.jpg,calibrachoa
../../scotts/datasets/train/beebalm_flickr_211_1092947922.jpg,beebalm
../../scotts/datasets/train/autumncrocus_flickr_1086_-526242368.jpg,autumncrocus
../../scotts/datasets/train/amaryllis_flickr_314_-1479045131.jpg,amaryllis
../../scotts/datasets/train/loveinamist_flickr_877_253348143.jpg,loveinamist
../../scotts/datasets/train/rainlily_flickr_64_-1910471016.jpg,rainlily
../../scotts/datasets/train/calibrachoa_flickr_288_-2123261464.jpg,calibrachoa
../../scotts/datasets/train/claretcupcactus_flickr_350_1160692515.jpg,claretcupcactus
../../scotts/datasets/train/bloodflower_flickr_343_1849760289.jpg,bloodflower
../../scotts/datasets/train/capedaisy_flickr_1057_-1088371047.jpg,capedaisy
../../scotts/datasets/train/marshmarigold_flickr_224_1027930889.jpg,marshmarigold
../../scotts/datasets/train/hardyiceplant_flickr_75_-428981576.jpg,hardyiceplant
../../scotts/datasets/train/loveinamist_flickr_663_-661996884.jpg,loveinamist
../../scotts/datasets/train/reticulatediris_flickr_483_1429121100.jpg,reticulatediris
../../scotts/datasets/train/pansy_flickr_23_1377817518.jpg,pansy
../../scotts/datasets/train/pincushionflower_flickr_626_-633622789.jpg,pincushionflower
../../scotts/datasets/train/gerberadaisy_flickr_1263_986242222.jpg,gerberadaisy
../../scotts/datasets/train/bottlebrush_flickr_1448_-1608220085.jpg,bottlebrush
../../scotts/datasets/train/texasbluebonnet_flickr_429_-2108982995.jpg,texasbluebonnet
../../scotts/datasets/train/monkshood_flickr_1464_-181697555.jpg,monkshood
../../scotts/datasets/train/siberianiris_flickr_377_-1618085242.jpg,siberianiris
../../scotts/datasets/train/whiteclover_flickr_-625004337.jpg,whiteclover
../../scotts/datasets/train/bottlebrush_flickr_1461_-1376215168.jpg,bottlebrush
../../scotts/datasets/train/bluewildindigo_flickr_55_53594559.jpg,bluewildindigo
../../scotts/datasets/train/gaura_flickr_867_324671979.jpg,gaura
../../scotts/datasets/train/redhotpoker_flickr_1298_-1143812872.jpg,redhotpoker
../../scotts/datasets/train/gaura_flickr_384_142472761.jpg,gaura
../../scotts/datasets/train/africanmarigold_flickr_320_-29371759.jpg,africanmarigold
../../scotts/datasets/train/hollyhock_flickr_226_1182479441.jpg,hollyhock
../../scotts/datasets/train/bloodflower_flickr_263_2050510997.jpg,bloodflower
../../scotts/datasets/train/sweetalyssum_flickr_209_479701064.jpg,sweetalyssum
../../scotts/datasets/train/capedaisy_flickr_216_2030082458.jpg,capedaisy
../../scotts/datasets/train/monkshood_flickr_325_-1838911844.jpg,monkshood
../../scotts/datasets/train/forgetmenot_flickr_597_-512147057.jpg,forgetmenot
../../scotts/datasets/train/loveinamist_flickr_860_-367839869.jpg,loveinamist
../../scotts/datasets/train/cardinalflower_flickr_1166_1846804616.jpg,cardinalflower
../../scotts/datasets/train/siberianiris_flickr_57_-705853176.jpg,siberianiris
../../scotts/datasets/train/lisianthus_flickr_997_56380543.jpg,lisianthus
../../scotts/datasets/train/desertmarigold_flickr_221_-158972120.jpg,desertmarigold
../../scotts/datasets/train/siberianiris_flickr_1255_92786415.jpg,siberianiris
../../scotts/datasets/train/borage_flickr_141_927212999.jpg,borage
../../scotts/datasets/train/foamflower_flickr_358_1774873222.jpg,foamflower
../../scotts/datasets/train/capedaisy_flickr_230_1553263966.jpg,capedaisy
../../scotts/datasets/train/forgetmenot_flickr_500_-1926984446.jpg,forgetmenot
../../scotts/datasets/train/blackeyedsusan_flickr_720_-110393506.jpg,blackeyedsusan
../../scotts/datasets/train/cardinalflower_flickr_539_-1341248547.jpg,cardinalflower
../../scotts/datasets/train/tulip_flickr_1264_1133985922.jpg,tulip
../../scotts/datasets/train/winteraconite_flickr_112_279188539.jpg,winteraconite
../../scotts/datasets/train/weigela_flickr_367_-1749464921.jpg,weigela
../../scotts/datasets/train/shastadaisy_flickr_1112_-1394167574.jpg,shastadaisy
../../scotts/datasets/train/asiaticlily_flickr_927_-1492762736.jpg,asiaticlily
../../scotts/datasets/train/floweringtobacco_flickr_73_295031536.jpg,floweringtobacco
../../scotts/datasets/train/capedaisy_flickr_992_969153076.jpg,capedaisy
../../scotts/datasets/train/cardoon_flickr_453_-290532597.jpg,cardoon
../../scotts/datasets/train/reticulatediris_flickr_357_-1291106539.jpg,reticulatediris
../../scotts/datasets/train/cardinalflower_flickr_442_1242924533.jpg,cardinalflower
../../scotts/datasets/train/reticulatediris_flickr_234_-1034905370.jpg,reticulatediris
../../scotts/datasets/train/camassia_flickr_957_-238602915.jpg,camassia
../../scotts/datasets/train/wishboneflower_flickr_123_2064348801.jpg,wishboneflower
../../scotts/datasets/train/autumncrocus_flickr_52_-189731097.jpg,autumncrocus
../../scotts/datasets/train/peacockflower_flickr_187_250258658.jpg,peacockflower
../../scotts/datasets/train/purplebeautyberry_flickr_74_-1856692768.jpg,purplebeautyberry
../../scotts/datasets/train/weigela_flickr_1230_2141275841.jpg,weigela
../../scotts/datasets/train/peacockflower_flickr_502_722869532.jpg,peacockflower
../../scotts/datasets/train/blackmedic_flickr_1351008378.jpg,blackmedic
../../scotts/datasets/train/globethistle_flickr_595_1778909790.jpg,globethistle
../../scotts/datasets/train/duranta_flickr_465_1753699791.jpg,duranta
../../scotts/datasets/train/nasturtium_flickr_392_1868695294.jpg,nasturtium
../../scotts/datasets/train/siberianiris_flickr_481_673291825.jpg,siberianiris
../../scotts/datasets/train/foamflower_flickr_518_-1027393873.jpg,foamflower
../../scotts/datasets/train/sweetalyssum_flickr_37_-1705730346.jpg,sweetalyssum
../../scotts/datasets/train/matilijapoppy_flickr_296_1881745081.jpg,matilijapoppy
../../scotts/datasets/train/foxglove_flickr_292_-217570470.jpg,foxglove
../../scotts/datasets/train/whiteviolet_flickr_152_-1650726361.jpg,whiteviolet
../../scotts/datasets/train/globethistle_flickr_402_2021280476.jpg,globethistle
../../scotts/datasets/train/japanesefatsia_flickr_161_87558625.jpg,japanesefatsia
../../scotts/datasets/train/siberianiris_flickr_504_-113896224.jpg,siberianiris
../../scotts/datasets/train/swampmilkweed_flickr_862_273687066.jpg,swampmilkweed
../../scotts/datasets/train/cypressvine_flickr_12_1884145895.jpg,cypressvine
../../scotts/datasets/train/autumncrocus_flickr_785_1262169375.jpg,autumncrocus
../../scotts/datasets/train/whiteviolet_flickr_126_853653.jpg,whiteviolet
../../scotts/datasets/train/pineappleguava_flickr_121_592715972.jpg,pineappleguava
../../scotts/datasets/train/flax_gcs_1141288367.jpg,flax
../../scotts/datasets/train/amaryllis_flickr_900_515966179.jpg,amaryllis
../../scotts/datasets/train/marshmarigold_flickr_451_1810173356.jpg,marshmarigold
../../scotts/datasets/train/dwarfmorningglory_flickr_92_-1263489853.jpg,dwarfmorningglory
../../scotts/datasets/train/mexicansunflower_flickr_762_1148830506.jpg,mexicansunflower
../../scotts/datasets/train/skyvine_flickr_36_-990736558.jpg,skyvine
../../scotts/datasets/train/carolinaallspice_flickr_198_-1043416035.jpg,carolinaallspice
../../scotts/datasets/train/lilyturf_flickr_126_-129763491.jpg,lilyturf
../../scotts/datasets/train/jerusalemsage_flickr_50_-1345044203.jpg,jerusalemsage
../../scotts/datasets/train/babyblueeyes_flickr_862_2016236330.jpg,babyblueeyes
../../scotts/datasets/train/cardinalflower_flickr_1226_1445537431.jpg,cardinalflower
../../scotts/datasets/train/africanmarigold_flickr_246_662039936.jpg,africanmarigold
../../scotts/datasets/train/redhotpoker_flickr_1129_-854487527.jpg,redhotpoker
../../scotts/datasets/train/blanketflower_flickr_1218_1694926491.jpg,blanketflower
../../scotts/datasets/train/capedaisy_flickr_825_-1980666167.jpg,capedaisy
../../scotts/datasets/train/shastadaisy_flickr_53_445705497.jpg,shastadaisy
../../scotts/datasets/train/redhotpoker_flickr_462_-764214959.jpg,redhotpoker
../../scotts/datasets/train/saucermagnolia_flickr_208_2115437789.jpg,saucermagnolia
../../scotts/datasets/train/leopardsbane_flickr_295_-343945388.jpg,leopardsbane
../../scotts/datasets/train/monkshood_flickr_802_-1687643442.jpg,monkshood
../../scotts/datasets/train/saucermagnolia_flickr_993_-801621581.jpg,saucermagnolia
../../scotts/datasets/train/yarrow_flickr_1204_486426974.jpg,yarrow
../../scotts/datasets/train/shastadaisy_flickr_1366_1811933019.jpg,shastadaisy
../../scotts/datasets/train/monkshood_flickr_973_2119141208.jpg,monkshood
../../scotts/datasets/train/weigela_flickr_644_-2001904010.jpg,weigela
../../scotts/datasets/train/camassia_flickr_1021_-231322012.jpg,camassia
../../scotts/datasets/train/compassplant_flickr_385_-691235143.jpg,compassplant
../../scotts/datasets/train/caladium_flickr_1177_1342132420.jpg,caladium
../../scotts/datasets/train/shastadaisy_flickr_1023_625186365.jpg,shastadaisy
../../scotts/datasets/train/loveinamist_flickr_1095_1151213807.jpg,loveinamist
../../scotts/datasets/train/cardinalflower_flickr_479_-1985417723.jpg,cardinalflower
../../scotts/datasets/train/whiteclover_flickr_679468210.jpg,whiteclover
../../scotts/datasets/train/whiteclover_flickr_-878249842.jpg,whiteclover
../../scotts/datasets/train/hardyiceplant_flickr_216_1529521621.jpg,hardyiceplant
../../scotts/datasets/train/asiaticlily_flickr_225_-805612501.jpg,asiaticlily
../../scotts/datasets/train/weigela_flickr_1088_1316301691.jpg,weigela
../../scotts/datasets/train/cardinalflower_flickr_695_-1765928472.jpg,cardinalflower
../../scotts/datasets/train/buckhornplantain_flickr_1118539366.jpg,buckhornplantain
../../scotts/datasets/train/whiteclover_flickr_776378758.jpg,whiteclover
../../scotts/datasets/train/amaryllis_flickr_320_1032902749.jpg,amaryllis
../../scotts/datasets/train/buttonbush_flickr_694_1197781460.jpg,buttonbush
../../scotts/datasets/train/whiteclover_flickr_53901939.jpg,whiteclover
../../scotts/datasets/train/saucermagnolia_flickr_565_-595089195.jpg,saucermagnolia
../../scotts/datasets/train/cardinalflower_flickr_1350_-672721843.jpg,cardinalflower
../../scotts/datasets/train/bottlebrush_flickr_699_-1563371956.jpg,bottlebrush
../../scotts/datasets/train/toadlily_flickr_1093_-1582191273.jpg,toadlily
../../scotts/datasets/train/redhotpoker_flickr_584_-429196067.jpg,redhotpoker
../../scotts/datasets/train/peruvialily_flickr_241_-225910581.jpg,peruvialily
../../scotts/datasets/train/loveinamist_flickr_287_472431344.jpg,loveinamist
../../scotts/datasets/train/blanketflower_flickr_1291_565854108.jpg,blanketflower
../../scotts/datasets/train/painteddaisy_flickr_80_1350028166.jpg,painteddaisy
../../scotts/datasets/train/skyvine_flickr_145_1453038181.jpg,skyvine
../../scotts/datasets/train/spiderlily_flickr_1244_-103056118.jpg,spiderlily
../../scotts/datasets/train/angelstrumpet_flickr_45_-280999443.jpg,angelstrumpet
../../scotts/datasets/train/saucermagnolia_flickr_1299_-885607933.jpg,saucermagnolia
../../scotts/datasets/train/tulip_flickr_508_-2051052209.jpg,tulip
../../scotts/datasets/train/corydalis_flickr_932_-1096055947.jpg,corydalis
../../scotts/datasets/train/peacockflower_flickr_265_115755133.jpg,peacockflower
../../scotts/datasets/train/loveinamist_flickr_449_1673720055.jpg,loveinamist
../../scotts/datasets/train/mossrose_flickr_90_-901494424.jpg,mossrose
../../scotts/datasets/train/siberianiris_flickr_1219_-768765282.jpg,siberianiris
../../scotts/datasets/train/poppymallow_flickr_127_-1781937566.jpg,poppymallow
../../scotts/datasets/train/gerberadaisy_flickr_1126_-1306550773.jpg,gerberadaisy
../../scotts/datasets/train/saucermagnolia_flickr_483_-141342232.jpg,saucermagnolia
../../scotts/datasets/train/bellsofireland_gcs_-1451004435.jpg,bellsofireland
../../scotts/datasets/train/mossrose_flickr_194_1826156790.jpg,mossrose
../../scotts/datasets/train/masterwort_flickr_485_887728612.jpg,masterwort
../../scotts/datasets/train/cardoon_flickr_980_-713169452.jpg,cardoon
../../scotts/datasets/train/weigela_flickr_305_356196866.jpg,weigela
../../scotts/datasets/train/desertmarigold_flickr_256_-241047603.jpg,desertmarigold
../../scotts/datasets/train/peacockflower_flickr_26_959861667.jpg,peacockflower
../../scotts/datasets/train/perennialbachelorsbutton_flickr_288_1960063954.jpg,perennialbachelorsbutton
../../scotts/datasets/train/englishrose_flickr_480_-618844544.jpg,englishrose
../../scotts/datasets/train/calliopsis_urls_478642595.jpg,calliopsis
../../scotts/datasets/train/capedaisy_flickr_729_-103876518.jpg,capedaisy
../../scotts/datasets/train/sweetalyssum_flickr_380_386381521.jpg,sweetalyssum
../../scotts/datasets/train/babyblueeyes_flickr_853_-1475787602.jpg,babyblueeyes
../../scotts/datasets/train/perennialbachelorsbutton_flickr_480_1540985957.jpg,perennialbachelorsbutton
../../scotts/datasets/train/shastadaisy_flickr_1093_1371495073.jpg,shastadaisy
../../scotts/datasets/train/gloriosalily_flickr_19_-1006990706.jpg,gloriosalily
../../scotts/datasets/train/foxglove_flickr_205_-769230357.jpg,foxglove
../../scotts/datasets/train/blackmedic_flickr_1293025557.jpg,blackmedic
../../scotts/datasets/train/caladium_flickr_544_-294865585.jpg,caladium
../../scotts/datasets/train/bellsofireland_flickr_294_-850991373.jpg,bellsofireland
../../scotts/datasets/train/asiaticlily_flickr_3_1935228068.jpg,asiaticlily
../../scotts/datasets/train/rainlily_flickr_402_-1447784067.jpg,rainlily
../../scotts/datasets/train/loveinamist_flickr_571_1083246544.jpg,loveinamist
../../scotts/datasets/train/bluewildindigo_flickr_402_969872433.jpg,bluewildindigo
../../scotts/datasets/train/mandevilla_flickr_1196_1292786824.jpg,mandevilla
../../scotts/datasets/train/gloryofthesnow_flickr_203_399174269.jpg,gloryofthesnow
